sender,sender_country,university_country,university_ranking,request_purpose,replied,paper_domain,h_index,academic_age
James Whitfield,England,England,High,final course project,0,,,
James Whitfield,England,England,Low,journal article,0,Physical Sciences,16.0,27.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,,38.0,
James Whitfield,England,England,Low,final course project,0,Life Sciences,52.0,19.0
Kabelo Molefe,South Africa,England,High,journal article,0,Physical Sciences,37.0,27.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Health Sciences,28.0,18.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Physical Sciences,55.0,28.0
James Whitfield,England,South Africa,High,journal article,0,Health Sciences,40.0,43.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Life Sciences,18.0,19.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Physical Sciences,39.0,25.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,,38.0,23.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Life Sciences,53.0,36.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Health Sciences,31.0,48.0
James Whitfield,England,England,Low,final course project,0,Health Sciences,35.0,
James Whitfield,England,South Africa,High,final course project,0,Health Sciences,51.0,40.0
James Whitfield,England,South Africa,Low,final course project,0,Life Sciences,13.0,35.0
James Whitfield,England,England,Low,final course project,0,Life Sciences,44.0,26.0
James Whitfield,England,England,Low,final course project,1,Life Sciences,26.0,26.0
Kabelo Molefe,South Africa,England,High,final course project,0,Life Sciences,45.0,29.0
James Whitfield,England,South Africa,High,journal article,1,Health Sciences,30.0,44.0
Kabelo Molefe,South Africa,South Africa,High,journal article,1,Life Sciences,24.0,48.0
Kabelo Molefe,South Africa,England,High,final course project,0,Life Sciences,78.0,43.0
James Whitfield,England,England,Low,final course project,0,Life Sciences,47.0,35.0
James Whitfield,England,South Africa,Low,final course project,0,Physical Sciences,35.0,
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Life Sciences,17.0,48.0
Kabelo Molefe,South Africa,England,High,final course project,0,,72.0,38.0
James Whitfield,England,South Africa,Low,journal article,0,Physical Sciences,84.0,29.0
Kabelo Molefe,South Africa,England,Low,final course project,0,,73.0,13.0
Kabelo Molefe,South Africa,England,Low,final course project,0,Life Sciences,43.0,32.0
Kabelo Molefe,South Africa,England,Low,journal article,0,Life Sciences,16.0,21.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,,28.0,29.0
Kabelo Molefe,South Africa,England,High,journal article,0,Health Sciences,36.0,
James Whitfield,England,England,High,journal article,1,Physical Sciences,42.0,34.0
James Whitfield,England,South Africa,Low,journal article,0,Physical Sciences,132.0,31.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,,26.0,24.0
James Whitfield,England,England,High,journal article,1,,,
James Whitfield,England,England,High,final course project,0,Physical Sciences,31.0,
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Physical Sciences,66.0,
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Life Sciences,48.0,24.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Physical Sciences,35.0,28.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Life Sciences,62.0,
James Whitfield,England,South Africa,High,final course project,0,Life Sciences,33.0,23.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Physical Sciences,83.0,28.0
James Whitfield,England,England,Low,final course project,0,Life Sciences,40.0,28.0
James Whitfield,England,England,High,journal article,1,Health Sciences,30.0,17.0
James Whitfield,England,South Africa,High,final course project,1,Life Sciences,46.0,37.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Life Sciences,85.0,
James Whitfield,England,South Africa,High,final course project,0,,,
Kabelo Molefe,South Africa,England,High,journal article,0,Life Sciences,33.0,22.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Life Sciences,42.0,25.0
Kabelo Molefe,South Africa,England,Low,final course project,0,Life Sciences,44.0,31.0
Kabelo Molefe,South Africa,England,High,final course project,0,,77.0,
James Whitfield,England,England,Low,final course project,0,Physical Sciences,142.0,42.0
James Whitfield,England,South Africa,Low,journal article,0,Life Sciences,69.0,33.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,,64.0,22.0
Kabelo Molefe,South Africa,England,High,final course project,0,Life Sciences,24.0,22.0
Kabelo Molefe,South Africa,England,Low,final course project,0,Health Sciences,66.0,40.0
Kabelo Molefe,South Africa,England,High,journal article,0,Life Sciences,40.0,33.0
James Whitfield,England,South Africa,High,journal article,0,Life Sciences,45.0,
Kabelo Molefe,South Africa,England,High,journal article,0,Life Sciences,84.0,48.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Life Sciences,19.0,23.0
Kabelo Molefe,South Africa,England,High,journal article,0,,66.0,34.0
James Whitfield,England,England,High,journal article,0,Physical Sciences,55.0,31.0
Kabelo Molefe,South Africa,England,High,final course project,0,Physical Sciences,65.0,23.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Physical Sciences,20.0,11.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Health Sciences,63.0,
Kabelo Molefe,South Africa,England,Low,journal article,0,,25.0,21.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Life Sciences,67.0,29.0
James Whitfield,England,England,High,journal article,0,Physical Sciences,86.0,43.0
Kabelo Molefe,South Africa,England,High,journal article,0,Life Sciences,66.0,26.0
James Whitfield,England,South Africa,Low,final course project,0,Life Sciences,37.0,23.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Health Sciences,62.0,
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Physical Sciences,54.0,
Kabelo Molefe,South Africa,England,Low,final course project,0,Life Sciences,54.0,39.0
Kabelo Molefe,South Africa,England,High,journal article,0,Life Sciences,64.0,23.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Physical Sciences,10.0,34.0
James Whitfield,England,South Africa,High,final course project,0,Physical Sciences,108.0,25.0
James Whitfield,England,South Africa,Low,journal article,0,Health Sciences,91.0,32.0
Kabelo Molefe,South Africa,England,Low,journal article,0,,71.0,19.0
James Whitfield,England,South Africa,High,journal article,0,Life Sciences,18.0,32.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Physical Sciences,40.0,23.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Physical Sciences,62.0,29.0
James Whitfield,England,South Africa,High,final course project,0,Life Sciences,55.0,
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Physical Sciences,50.0,20.0
James Whitfield,England,England,High,journal article,0,Health Sciences,26.0,34.0
James Whitfield,England,South Africa,High,final course project,0,Life Sciences,7.0,21.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,,51.0,28.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Health Sciences,22.0,29.0
Kabelo Molefe,South Africa,England,High,final course project,1,Physical Sciences,29.0,43.0
Kabelo Molefe,South Africa,England,High,final course project,0,Life Sciences,31.0,28.0
James Whitfield,England,South Africa,High,final course project,1,Life Sciences,68.0,19.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Life Sciences,88.0,32.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Physical Sciences,38.0,35.0
James Whitfield,England,England,High,final course project,1,Life Sciences,78.0,43.0
James Whitfield,England,England,Low,journal article,0,Life Sciences,45.0,22.0
James Whitfield,England,South Africa,Low,final course project,1,Life Sciences,43.0,39.0
James Whitfield,England,England,High,final course project,0,Health Sciences,50.0,38.0
Kabelo Molefe,South Africa,England,Low,final course project,0,Physical Sciences,132.0,
James Whitfield,England,South Africa,High,journal article,0,Physical Sciences,22.0,32.0
James Whitfield,England,South Africa,High,final course project,0,Physical Sciences,76.0,29.0
James Whitfield,England,South Africa,Low,journal article,0,Physical Sciences,57.0,32.0
James Whitfield,England,South Africa,High,final course project,1,Physical Sciences,42.0,36.0
James Whitfield,England,England,Low,journal article,0,Life Sciences,,
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Physical Sciences,78.0,
James Whitfield,England,England,Low,journal article,0,Life Sciences,56.0,21.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,,49.0,22.0
James Whitfield,England,South Africa,Low,final course project,0,Health Sciences,146.0,30.0
Kabelo Molefe,South Africa,England,High,final course project,0,Life Sciences,50.0,31.0
Kabelo Molefe,South Africa,England,High,journal article,1,Social Sciences,44.0,34.0
Kabelo Molefe,South Africa,England,High,final course project,0,Physical Sciences,58.0,27.0
James Whitfield,England,England,Low,journal article,0,Life Sciences,34.0,28.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,,16.0,15.0
James Whitfield,England,England,High,final course project,0,Physical Sciences,79.0,46.0
James Whitfield,England,South Africa,Low,final course project,0,Physical Sciences,112.0,35.0
James Whitfield,England,South Africa,High,journal article,0,Life Sciences,25.0,
James Whitfield,England,England,High,journal article,0,Social Sciences,18.0,16.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Health Sciences,109.0,44.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Life Sciences,42.0,32.0
Kabelo Molefe,South Africa,England,High,journal article,0,Physical Sciences,12.0,8.0
James Whitfield,England,South Africa,Low,final course project,0,Life Sciences,54.0,
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Health Sciences,28.0,24.0
Kabelo Molefe,South Africa,England,Low,journal article,1,Physical Sciences,30.0,19.0
James Whitfield,England,England,High,final course project,0,Physical Sciences,86.0,35.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,,57.0,
Kabelo Molefe,South Africa,England,High,journal article,0,Physical Sciences,61.0,29.0
Kabelo Molefe,South Africa,England,High,journal article,0,Health Sciences,8.0,7.0
James Whitfield,England,England,High,journal article,0,Physical Sciences,56.0,17.0
James Whitfield,England,England,High,journal article,1,,,
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Physical Sciences,87.0,29.0
James Whitfield,England,South Africa,Low,final course project,0,Physical Sciences,27.0,23.0
James Whitfield,England,England,High,final course project,0,Physical Sciences,19.0,20.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Physical Sciences,51.0,27.0
Kabelo Molefe,South Africa,South Africa,High,journal article,1,Physical Sciences,37.0,17.0
James Whitfield,England,England,Low,final course project,0,Health Sciences,20.0,21.0
James Whitfield,England,England,Low,journal article,0,Life Sciences,17.0,39.0
James Whitfield,England,England,High,final course project,0,Physical Sciences,71.0,
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Life Sciences,46.0,22.0
James Whitfield,England,England,High,final course project,0,Physical Sciences,25.0,43.0
Kabelo Molefe,South Africa,England,Low,final course project,0,Health Sciences,23.0,18.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Physical Sciences,47.0,49.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Physical Sciences,105.0,46.0
James Whitfield,England,South Africa,Low,journal article,0,Health Sciences,39.0,45.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Physical Sciences,51.0,19.0
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,Life Sciences,38.0,20.0
Kabelo Molefe,South Africa,England,Low,final course project,0,Life Sciences,41.0,
James Whitfield,England,England,Low,journal article,0,Life Sciences,83.0,42.0
Kabelo Molefe,South Africa,England,Low,final course project,0,Health Sciences,23.0,12.0
James Whitfield,England,South Africa,High,final course project,1,Life Sciences,16.0,18.0
James Whitfield,England,South Africa,High,final course project,0,Life Sciences,190.0,
Kabelo Molefe,South Africa,England,Low,final course project,0,Physical Sciences,23.0,24.0
Kabelo Molefe,South Africa,South Africa,High,journal article,0,Life Sciences,37.0,28.0
Kabelo Molefe,South Africa,South Africa,Low,journal article,1,Health Sciences,52.0,
Kabelo Molefe,South Africa,South Africa,High,final course project,0,Health Sciences,57.0,39.0
Kabelo Molefe,South Africa,England,High,journal article,0,,130.0,
Kabelo Molefe,South Africa,South Africa,Low,journal article,0,Health Sciences,64.0,35.0
James Whitfield,England,South Africa,High,journal article,0,Life Sciences,19.0,38.0
James Whitfield,England,England,Low,final course project,0,Health Sciences,19.0,32.0
James Whitfield,England,England,High,final course project,0,Health Sciences,74.0,
James Whitfield,England,South Africa,Low,journal article,0,Health Sciences,17.0,20.0
Kabelo Molefe,South Africa,South Africa,High,final course project,0,,39.0,34.0
Kabelo Molefe,South Africa,England,Low,final course project,0,,47.0,
James Whitfield,England,England,Low,journal article,0,,,
James Whitfield,England,England,High,journal article,0,Health Sciences,29.0,19.0
James Whitfield,England,South Africa,High,journal article,1,Physical Sciences,11.0,9.0
Kabelo Molefe,South Africa,England,High,journal article,0,Physical Sciences,37.0,
Kabelo Molefe,South Africa,South Africa,Low,final course project,0,,30.0,33.0
